TransactionNo,Date,ProductNo,ProductName,Price,Quantity,CustomerNo,Country,TotalRevenue,MonthYear
562558,2019-08-05,22616,Pack Of 12 London Tissues,10.55,3,13451.0,United Kingdom,31.650000000000002,2019-08-01
576618,2019-11-15,22445,Pencil Case Life Is Beautiful,16.18,1,17618.0,United Kingdom,16.18,2019-11-01
541597,2019-01-19,22567,20 Dolly Pegs Retrospot,11.53,1,14031.0,United Kingdom,11.53,2019-01-01
574709,2019-11-06,23077,Doughnut Lip Gloss,11.53,20,17768.0,United Kingdom,230.6,2019-11-01
559698,2019-07-11,22197,Popcorn Holder,11.12,8,17589.0,United Kingdom,88.96,2019-07-01
562688,2019-08-08,22773,Green Drawer Knob Acrylic Edwardian,11.53,5,13869.0,United Kingdom,57.65,2019-08-01
540255,2019-01-05,21991,Bohemian Collage Stationery Set,12.82,1,14255.0,United Kingdom,12.82,2019-01-01
542252,2019-01-26,22457,Natural Slate Heart Chalkboard,16.18,1,13252.0,United Kingdom,16.18,2019-01-01
547206,2019-03-21,22699,Roses Regency Teacup And Saucer,13.27,3,16791.0,United Kingdom,39.81,2019-03-01
574671,2019-11-06,23356,Love Hot Water Bottle,16.35,1,16744.0,United Kingdom,16.35,2019-11-01
572461,2019-10-24,21821,Glitter Star Garland With Bells,14.09,1,17344.0,United Kingdom,14.09,2019-10-01
555604,2019-06-06,22721,Set Of 3 Cake Tins Sketchbook,15.32,3,16612.0,United Kingdom,45.96,2019-06-01
552708,2019-05-10,85123A,Cream Hanging Heart T-Light Holder,13.27,12,13487.0,United Kingdom,159.24,2019-05-01
542906,2019-02-01,22104,Mirror Mosaic Candle Plate,11.92,1,13906.0,United Kingdom,11.92,2019-02-01
577742,2019-11-21,23348,Childrens Toy Cooking Utensil Set,12.38,1,13755.0,United Kingdom,12.38,2019-11-01
565841,2019-09-07,21192,White Bell Honeycomb Paper,13.62,6,12841.0,United Kingdom,81.72,2019-09-01
540691,2019-01-11,21672,White Spot Red Ceramic Drawer Knob,11.78,12,17450.0,United Kingdom,141.35999999999999,2019-01-01
551173,2019-04-26,20704,Mr Robot Soft Toy,24.73,1,13173.0,United Kingdom,24.73,2019-04-01
566580,2019-09-13,23202,Jumbo Bag Vintage Leaf,6.19,10,12822.0,United Kingdom,61.900000000000006,2019-09-01
578068,2019-11-22,23330,Decorative Wicker Heart Medium,11.53,3,14505.0,United Kingdom,34.589999999999996,2019-11-01
567901,2019-09-22,22469,Heart Of Wicker Small,13.62,4,17901.0,United Kingdom,54.48,2019-09-01
574856,2019-11-07,22964,3 Piece Spaceboy Cookie Cutter Set,14.48,1,17856.0,United Kingdom,14.48,2019-11-01
565438,2019-09-04,85099B,Jumbo Bag Red Retrospot,6.19,10,17229.0,United Kingdom,61.900000000000006,2019-09-01
565250,2019-09-02,21621,Vintage Union Jack Bunting,18.96,4,13643.0,United Kingdom,75.84,2019-09-01
550615,2019-04-19,22026,Banquet Birthday Card,10.68,12,16730.0,United Kingdom,128.16,2019-04-01
562201,2019-08-03,85099C,Jumbo Bag Baroque Black White,6.19,1,14527.0,United Kingdom,6.19,2019-08-01
555200,2019-06-01,22487,White Wood Garden Plant Ladder,20.45,1,17315.0,United Kingdom,20.45,2019-06-01
542900,2019-02-01,22797,Chest Of Drawers Gingham Heart,27.62,1,14180.0,United Kingdom,27.62,2019-02-01
568135,2019-09-23,22571,Rocking Horse Red Christmas,11.92,2,13135.0,United Kingdom,23.84,2019-09-01
553340,2019-05-16,22381,Toy Tidy Pink Polkadot,12.15,50,15125.0,United Kingdom,607.5,2019-05-01
574731,2019-11-06,22698,Pink Regency Teacup And Saucer,13.27,6,17831.0,United Kingdom,79.62,2019-11-01
576025,2019-11-13,22845,Vintage Cream Cat Food Container,16.76,1,13232.0,United Kingdom,16.76,2019-11-01
574038,2019-11-02,23239,Set Of 4 Knick Knack Tins Poppies,14.5,6,18164.0,United Kingdom,87.0,2019-11-01
575087,2019-11-08,22633,Hand Warmer Union Jack,12.4,1,16549.0,United Kingdom,12.4,2019-11-01
564650,2019-08-26,35961,Folkart Zinc Heart Christmas Dec,10.99,288,14646.0,Netherlands,3165.12,2019-08-01
547674,2019-03-24,20712,Jumbo Bag Woodland Animals,6.13,10,15835.0,United Kingdom,61.3,2019-03-01
570521,2019-10-11,22113,Grey Heart Hot Water Bottle,14.61,8,12371.0,Switzerland,116.88,2019-10-01
570455,2019-10-10,20866,Blue Rose Fabric Mirror,11.53,1,14529.0,United Kingdom,11.53,2019-10-01
559338,2019-07-07,84968A,Set Of 16 Vintage Rose Cutlery,35.83,1,13338.0,United Kingdom,35.83,2019-07-01
554956,2019-05-27,22898,Childrens Apron Apples Design,15.33,1,17956.0,United Kingdom,15.33,2019-05-01
558248,2019-06-27,48185,Doormat Fairy Cake,17.17,10,13798.0,United Kingdom,171.70000000000002,2019-06-01
569897,2019-10-06,22532,Magic Drawing Slate Leap Frog,10.68,3,17813.0,United Kingdom,32.04,2019-10-01
575177,2019-11-08,21967,Pack Of 12 Skull Tissues,11.1,1,15177.0,United Kingdom,11.1,2019-11-01
549023,2019-04-05,82581,Toilet Metal Sign,11.53,2,13023.0,United Kingdom,23.06,2019-04-01
563467,2019-08-16,22445,Pencil Case Life Is Beautiful,13.27,1,13467.0,United Kingdom,13.27,2019-08-01
561773,2019-07-29,20728,Lunch Bag Cars Blue,5.97,1,17841.0,United Kingdom,5.97,2019-07-01
569635,2019-10-05,17003,Brocade Ring Purse,10.65,36,12748.0,United Kingdom,383.40000000000003,2019-10-01
578233,2019-11-23,21136,Painted Metal Pears Assorted,7.24,7,14049.0,United Kingdom,50.68,2019-11-01
555862,2019-06-07,21080,Set/20 Red Retrospot Paper Napkins,11.12,12,12757.0,Portugal,133.44,2019-06-01
575177,2019-11-08,22382,Lunch Bag Spaceboy Design,7.24,1,15177.0,United Kingdom,7.24,2019-11-01
569521,2019-10-04,23080,Red Metal Box Top Secret,18.71,1,16474.0,United Kingdom,18.71,2019-10-01
580887,2019-12-06,23338,Egg Frying Pan Red,6.19,1,13755.0,United Kingdom,6.19,2019-12-01
560688,2019-07-20,22383,Lunch Bag Suki Design,5.97,3,16393.0,United Kingdom,17.91,2019-07-01
554512,2019-05-24,85061W,White Jewelled Heart Decoration,11.92,3,17512.0,United Kingdom,35.76,2019-05-01
579142,2019-11-28,22600,Christmas Retrospot Star Wood,6.19,3,16744.0,United Kingdom,18.57,2019-11-01
574149,2019-11-03,90176D,Diamante Necklace Purple,17.94,2,13709.0,United Kingdom,35.88,2019-11-01
581116,2019-12-07,20761,Blue Paisley Sketchbook,7.24,1,17232.0,United Kingdom,7.24,2019-12-01
572766,2019-10-26,22676,French Blue Metal Door Sign 1,11.53,60,16013.0,United Kingdom,691.8,2019-10-01
574686,2019-11-06,22435,Set Of 9 Heart Shaped Balloons,11.53,3,17608.0,United Kingdom,34.589999999999996,2019-11-01
576929,2019-11-17,22592,Cardholder Holly Wreath Metal,14.09,4,16638.0,United Kingdom,56.36,2019-11-01
566486,2019-09-13,22725,Alarm Clock Bakelike Chocolate,14.09,2,16098.0,United Kingdom,28.18,2019-09-01
563477,2019-08-16,23290,Spaceboy Childrens Bowl,11.53,1,17097.0,Spain,11.53,2019-08-01
554504,2019-05-24,22845,Vintage Cream Cat Food Container,16.76,2,17719.0,United Kingdom,33.52,2019-05-01
553686,2019-05-18,22526,Wheelbarrow For Children,23.32,6,14911.0,EIRE,139.92000000000002,2019-05-01
569518,2019-10-04,21071,Vintage Billboard Drink Me Mug,11.53,2,13263.0,United Kingdom,23.06,2019-10-01
566451,2019-09-12,21813,Garland With Stars And Bells,15.32,1,18069.0,United Kingdom,15.32,2019-09-01
563450,2019-08-16,22382,Lunch Bag Spaceboy Design,5.97,20,16523.0,United Kingdom,119.39999999999999,2019-08-01
574076,2019-11-02,84519B,Carrot Charlie+Lola Coaster Set,16.18,1,13076.0,United Kingdom,16.18,2019-11-01
557771,2019-06-22,23240,Set Of 4 Knick Knack Tins Doily,14.5,6,15601.0,United Kingdom,87.0,2019-06-01
550277,2019-04-15,21880,Red Retrospot Tape,10.92,12,12639.0,Sweden,131.04,2019-04-01
556113,2019-06-09,23202,Jumbo Bag Vintage Leaf,6.19,10,13510.0,United Kingdom,61.900000000000006,2019-06-01
559982,2019-07-14,22423,Regency Cakestand 3 Tier,23.32,2,12915.0,United Kingdom,46.64,2019-07-01
570598,2019-10-11,23421,Pantry Hook Spatula,12.38,12,14175.0,United Kingdom,148.56,2019-10-01
544942,2019-02-25,84997D,Childrens Cutlery Polkadot Pink,14.5,8,15544.0,United Kingdom,116.0,2019-02-01
573300,2019-10-28,35471D,Set Of 3 Bird Light Pink Feather,10.65,7,16049.0,United Kingdom,74.55,2019-10-01
571265,2019-10-16,22473,Tv Dinner Tray Vintage Paisley,15.32,1,16674.0,United Kingdom,15.32,2019-10-01
544778,2019-02-23,21164,Home Sweet Home Metal Sign,13.27,1,14978.0,United Kingdom,13.27,2019-02-01
549116,2019-04-06,21845,Dairy Maid Stripe Mug,11.06,36,16670.0,United Kingdom,398.16,2019-04-01
580727,2019-12-05,22720,Set Of 3 Cake Tins Pantry Design,6.13,5,14096.0,United Kingdom,30.65,2019-12-01
575366,2019-11-09,23206,Lunch Bag Apple Design,5.97,10,14621.0,United Kingdom,59.699999999999996,2019-11-01
537240,2018-12-06,85174,S/4 Cacti Candles,21.55,1,16240.0,United Kingdom,21.55,2018-12-01
580320,2019-12-02,23203,Jumbo Bag Vintage Doily,6.19,20,15078.0,United Kingdom,123.80000000000001,2019-12-01
555260,2019-06-01,22892,Set Of Salt And Pepper Toadstools,11.53,6,13263.0,United Kingdom,69.17999999999999,2019-06-01
545464,2019-03-03,22228,Bunny Wooden Painted With Bird,11.92,6,13464.0,United Kingdom,71.52,2019-03-01
557389,2019-06-20,82552,Washroom Metal Sign,11.74,2,15921.0,United Kingdom,23.48,2019-06-01
558075,2019-06-24,22768,Family Photo Frame Cornice,20.45,1,17858.0,United Kingdom,20.45,2019-06-01
545712,2019-03-07,22499,Wooden Union Jack Bunting,16.35,3,18280.0,United Kingdom,49.050000000000004,2019-03-01
563212,2019-08-14,20974,12 Pencils Small Tube Skull,10.92,6,17800.0,United Kingdom,65.52,2019-08-01
547910,2019-03-28,22247,Bunny Decoration Magic Garden,11.12,6,14159.0,United Kingdom,66.72,2019-03-01
560979,2019-07-22,21982,Pack Of 12 Suki Tissues,10.55,24,15232.0,United Kingdom,253.20000000000002,2019-07-01
560827,2019-07-21,22423,Regency Cakestand 3 Tier,23.32,2,14517.0,United Kingdom,46.64,2019-07-01
579507,2019-11-29,22361,Glass Jar Daisy Fresh Cotton Wool,7.67,6,15297.0,United Kingdom,46.019999999999996,2019-11-01
541592,2019-01-19,85129D,Beaded Crystal Heart Pink Small,12.77,2,16592.0,United Kingdom,25.54,2019-01-01
554941,2019-05-27,23200,Jumbo Bag Pears,6.19,1,16016.0,United Kingdom,6.19,2019-05-01
576540,2019-11-15,22254,Felt Toadstool Large,11.53,2,18043.0,United Kingdom,23.06,2019-11-01
560225,2019-07-15,20670,Vip Holiday Purse,12.77,1,16225.0,United Kingdom,12.77,2019-07-01
566076,2019-09-09,22627,Mint Kitchen Scales,18.96,4,12449.0,Belgium,75.84,2019-09-01
580983,2019-12-06,22615,Pack Of 12 Circus Parade Tissues,6.19,1,16983.0,United Kingdom,6.19,2019-12-01
575929,2019-11-11,22945,Christmas Metal Tags Assorted,11.12,12,13310.0,United Kingdom,133.44,2019-11-01
550204,2019-04-15,22499,Wooden Union Jack Bunting,18.75,1,12204.0,United Kingdom,18.75,2019-04-01
570229,2019-10-09,22386,Jumbo Bag Pink Polkadot,6.19,1,15756.0,United Kingdom,6.19,2019-10-01
552039,2019-05-06,22607,Wooden Rounders Garden Set,18.96,8,13081.0,United Kingdom,151.68,2019-05-01
576893,2019-11-17,23291,Dolly Girl Childrens Cup,11.53,8,12481.0,Germany,92.24,2019-11-01
549153,2019-04-06,22759,Set Of 3 Notebooks In Parcel,11.94,12,13771.0,United Kingdom,143.28,2019-04-01
575477,2019-11-09,21930,Jumbo Storage Bag Skulls,14.48,1,14477.0,United Kingdom,14.48,2019-11-01
569234,2019-10-02,21975,Pack Of 60 Dinosaur Cake Cases,10.81,1,17841.0,United Kingdom,10.81,2019-10-01
541789,2019-01-21,22469,Heart Of Wicker Small,11.74,48,14088.0,United Kingdom,563.52,2019-01-01
571846,2019-10-19,23103,Jingle Bell Heart Decoration,11.94,7,17841.0,United Kingdom,83.58,2019-10-01
546650,2019-03-15,20713,Jumbo Bag Owls,7.24,1,17650.0,United Kingdom,7.24,2019-03-01
561691,2019-07-29,22478,Birdhouse Garden Marker,11.53,1,13691.0,United Kingdom,11.53,2019-07-01
541127,2019-01-14,22778,Glass Cloche Small,18.75,1,14127.0,United Kingdom,18.75,2019-01-01
562558,2019-08-05,23188,Vintage 2 Metre Folding Ruler,11.94,4,13451.0,United Kingdom,47.76,2019-08-01
557628,2019-06-21,23204,Charlotte Bag Apples Design,10.99,100,15311.0,United Kingdom,1099.0,2019-06-01
567093,2019-09-16,22079,Ribbon Reel Hearts Design,11.94,10,17144.0,United Kingdom,119.39999999999999,2019-09-01
577485,2019-11-20,21116,Owl Doorstop,15.32,2,16360.0,United Kingdom,30.64,2019-11-01
564639,2019-08-26,23355,Hot Water Bottle Keep Calm,15.32,1,18036.0,United Kingdom,15.32,2019-08-01
547106,2019-03-21,21931,Jumbo Storage Bag Suki,12.25,10,15039.0,United Kingdom,122.5,2019-03-01
576567,2019-11-15,22130,Party Cone Christmas Decoration,11.12,18,17220.0,United Kingdom,200.16,2019-11-01
579091,2019-11-28,21497,Fancy Fonts Birthday Wrap,7.72,25,14893.0,United Kingdom,193.0,2019-11-01
537237,2018-12-06,21725,Sweeties Stickers,11.95,2,12237.0,United Kingdom,23.9,2018-12-01
539053,2018-12-15,85231B,Cinammon Set Of 9 T-Lights,11.12,1,16725.0,United Kingdom,11.12,2018-12-01
569129,2019-09-30,23294,Set Of 6 Snack Loaf Baking Cases,11.1,3,15034.0,United Kingdom,33.3,2019-09-01
554151,2019-05-23,22622,Box Of Vintage Alphabet Blocks,20.45,12,14049.0,United Kingdom,245.39999999999998,2019-05-01
546760,2019-03-16,21880,Red Retrospot Tape,10.92,12,12597.0,Spain,131.04,2019-03-01
556045,2019-06-08,21931,Jumbo Storage Bag Suki,12.38,10,15764.0,United Kingdom,123.80000000000001,2019-06-01
579124,2019-11-28,21114,Lavender Scented Fabric Heart,6.13,5,15721.0,United Kingdom,30.65,2019-11-01
563450,2019-08-16,16161P,Wrap English Rose,10.68,25,16523.0,United Kingdom,267.0,2019-08-01
563738,2019-08-18,22514,Childs Garden Spade Blue,12.4,1,15024.0,United Kingdom,12.4,2019-08-01
551399,2019-04-28,72802B,Ocean Scent Candle In Jewelled Box,14.61,1,17874.0,United Kingdom,14.61,2019-04-01
569460,2019-10-04,23241,Treasure Tin Gymkhana Design,12.38,12,13895.0,United Kingdom,148.56,2019-10-01
574253,2019-11-03,21907,I'm On Holiday Metal Sign,12.4,12,15252.0,United Kingdom,148.8,2019-11-01
545595,2019-03-04,20666,Economy Holiday Purse,13.27,1,14570.0,United Kingdom,13.27,2019-03-01
548631,2019-04-01,22318,Five Heart Hanging Decoration,13.27,10,13184.0,United Kingdom,132.7,2019-04-01
565150,2019-09-01,23218,Laurel Star Antique Gold,11.32,24,14298.0,United Kingdom,271.68,2019-09-01
545713,2019-03-07,22075,6 Ribbons Elegant Christmas,14.48,1,17713.0,United Kingdom,14.48,2019-03-01
556596,2019-06-13,22236,Cake Stand 3 Tier Magic Garden,23.32,1,17349.0,United Kingdom,23.32,2019-06-01
568051,2019-09-23,22193,Red Diner Wall Clock,18.96,2,18189.0,United Kingdom,37.92,2019-09-01
537653,2018-12-07,85170A,Set/6 Ivory Bird T-Light Candles,12.4,1,17897.0,United Kingdom,12.4,2018-12-01
555349,2019-06-02,21179,No Junk Mail Metal Sign,11.53,5,16729.0,United Kingdom,57.65,2019-06-01
546324,2019-03-11,22993,Set Of 4 Pantry Jelly Moulds,11.53,24,13265.0,United Kingdom,276.71999999999997,2019-03-01
539436,2018-12-17,22086,Paper Chain Kit 50'S Christmas,16.31,4,16436.0,United Kingdom,65.24,2018-12-01
560772,2019-07-20,23200,Jumbo Bag Pears,6.19,9,16772.0,United Kingdom,55.71,2019-07-01
536876,2018-12-03,85169A,Ivory Love Bird Candle,12.82,1,12876.0,Belgium,12.82,2018-12-01
550541,2019-04-19,22637,Piggy Bank Retrospot,15.33,1,17541.0,United Kingdom,15.33,2019-04-01
567901,2019-09-22,20866,Blue Rose Fabric Mirror,12.77,2,17901.0,United Kingdom,25.54,2019-09-01
553386,2019-05-16,22138,Baking Set 9 Piece Retrospot,15.32,6,13381.0,United Kingdom,91.92,2019-05-01
574287,2019-11-03,22457,Natural Slate Heart Chalkboard,13.27,2,14723.0,United Kingdom,26.54,2019-11-01
543279,2019-02-06,84992,72 Sweetheart Fairy Cake Cases,10.81,12,17105.0,United Kingdom,129.72,2019-02-01
581439,2019-12-08,23292,Spaceboy Childrens Cup,7.24,1,15439.0,United Kingdom,7.24,2019-12-01
581375,2019-12-08,23554,Landmark Frame Oxford Street,6.19,3,16210.0,United Kingdom,18.57,2019-12-01
565513,2019-09-05,22292,Hanging Chick Yellow Decoration,11.74,24,14401.0,United Kingdom,281.76,2019-09-01
567928,2019-09-22,21648,Assorted Tutti Frutti Small Purse,11.53,24,12380.0,Belgium,276.71999999999997,2019-09-01
575177,2019-11-08,85176,Sewing Susan 21 Needle Set,11.92,2,15177.0,United Kingdom,23.84,2019-11-01
543713,2019-02-11,21976,Pack Of 60 Mushroom Cake Cases,12.38,2,15713.0,United Kingdom,24.76,2019-02-01
577791,2019-11-21,21703,Bag 125g Swirly Marbles,10.68,12,17100.0,United Kingdom,128.16,2019-11-01
560716,2019-07-20,22585,Pack Of 6 Birdy Gift Tags,11.53,12,17675.0,United Kingdom,138.35999999999999,2019-07-01
552520,2019-05-09,21676,Flowers Stickers,11.92,5,17520.0,United Kingdom,59.6,2019-05-01
568048,2019-09-23,23173,Regency Teapot Roses,20.45,2,14911.0,EIRE,40.9,2019-09-01
551340,2019-04-27,21430,Set/3 Red Gingham Rose Storage Box,17.9,1,12340.0,United Kingdom,17.9,2019-04-01
541220,2019-01-14,22363,Glass Jar Marmalade,12.86,120,14156.0,EIRE,1543.1999999999998,2019-01-01
557019,2019-06-16,22269,Egg Cup Natural Chicken,10.65,1,15907.0,United Kingdom,10.65,2019-06-01
554956,2019-05-27,22665,Recipe Box Blue Sketchbook Design,17.05,2,17956.0,United Kingdom,34.1,2019-05-01
575947,2019-11-13,23201,Jumbo Bag Alphabet,7.24,11,13947.0,United Kingdom,79.64,2019-11-01
542893,2019-02-01,22722,Set Of 6 Spice Tins Pantry Design,14.3,8,18202.0,United Kingdom,114.4,2019-02-01
563728,2019-08-18,21212,Pack Of 72 Retrospot Cake Cases,10.81,1,17045.0,United Kingdom,10.81,2019-08-01
581476,2019-12-09,21481,Fawn Blue Hot Water Bottle,14.09,12,12433.0,Norway,169.07999999999998,2019-12-01
552508,2019-05-09,85040A,S/4 Pink Flower Candles In Bowl,13.62,1,15508.0,United Kingdom,13.62,2019-05-01
550522,2019-04-19,22716,Card Circus Parade,10.68,12,12947.0,United Kingdom,128.16,2019-04-01
580071,2019-12-01,22106,Mirror Mosaic Hurricane Lamp,6.19,2,15500.0,United Kingdom,12.38,2019-12-01
549915,2019-04-13,22873,Number Tile Cottage Garden 5,12.25,8,18231.0,United Kingdom,98.0,2019-04-01
576538,2019-11-15,22418,10 Colour Spaceboy Pen,11.12,24,14725.0,United Kingdom,266.88,2019-11-01
541104,2019-01-13,85170D,Set/6 Pink Bird T-Light Candles,12.77,1,15104.0,United Kingdom,12.77,2019-01-01
577022,2019-11-17,22768,Family Photo Frame Cornice,20.45,1,13668.0,United Kingdom,20.45,2019-11-01
577511,2019-11-20,22158,3 Hearts Hanging Decoration Rustic,13.27,1,17561.0,United Kingdom,13.27,2019-11-01
578255,2019-11-23,21917,Set 12 Kids White Chalk Sticks,6.19,2,14675.0,United Kingdom,12.38,2019-11-01
557644,2019-06-21,84755,Colour Glass T-Light Holder Hanging,11.52,4,17644.0,United Kingdom,46.08,2019-06-01
570246,2019-10-09,20986,Blue Calculator Ruler,11.53,1,16921.0,United Kingdom,11.53,2019-10-01
571653,2019-10-18,23122,Party Charms 50 Pieces,10.99,72,14298.0,United Kingdom,791.28,2019-10-01
554117,2019-05-22,23203,Jumbo Bag Vintage Doily,6.19,10,13758.0,United Kingdom,61.900000000000006,2019-05-01
566750,2019-09-14,22193,Red Diner Wall Clock,18.09,12,15380.0,United Kingdom,217.07999999999998,2019-09-01
556047,2019-06-08,21915,Red Harmonica In Box,11.53,24,12901.0,United Kingdom,276.71999999999997,2019-06-01
540013,2019-01-04,22556,Plasters In Tin Circus Parade,11.94,2,16255.0,United Kingdom,23.88,2019-01-01
538807,2018-12-14,22906,12 Message Cards With Envelopes,11.74,60,17194.0,United Kingdom,704.4,2018-12-01
577297,2019-11-18,22895,Set Of 2 Tea Towels Apple And Pears,13.58,2,14593.0,United Kingdom,27.16,2019-11-01
547547,2019-03-23,23004,Travel Card Wallet Pantry,11.1,1,15547.0,United Kingdom,11.1,2019-03-01
541496,2019-01-18,84832,Zinc Willie Winkie Candle Stick,11.92,1,16496.0,United Kingdom,11.92,2019-01-01
570030,2019-10-07,21080,Set/20 Red Retrospot Paper Napkins,11.12,12,12740.0,France,133.44,2019-10-01
552244,2019-05-06,79066K,Retro Mod Tray,11.12,1,12748.0,United Kingdom,11.12,2019-05-01
580296,2019-12-02,23502,Playing Cards Vintage Doily,6.19,1,13780.0,United Kingdom,6.19,2019-12-01
572511,2019-10-24,22722,Set Of 6 Spice Tins Pantry Design,13.79,24,14895.0,United Kingdom,330.96,2019-10-01
540971,2019-01-12,22556,Plasters In Tin Circus Parade,11.94,12,12383.0,Belgium,143.28,2019-01-01
552879,2019-05-12,22384,Lunch Bag Pink Polkadot,5.87,100,12976.0,United Kingdom,587.0,2019-05-01
575739,2019-11-11,20719,Woodland Charlotte Bag,11.92,1,14739.0,United Kingdom,11.92,2019-11-01
553162,2019-05-13,22560,Traditional Modelling Clay,12.77,2,16162.0,United Kingdom,25.54,2019-05-01
553384,2019-05-16,22429,Enamel Measuring Jug Cream,14.61,1,16899.0,United Kingdom,14.61,2019-05-01
570688,2019-10-11,21260,First Aid Tin,17.05,1,16688.0,United Kingdom,17.05,2019-10-01
560444,2019-07-18,22804,Pink Hanging Heart T-Light Holder,13.27,3,13764.0,United Kingdom,39.81,2019-07-01
543006,2019-02-02,21866,Union Jack Flag Luggage Tag,11.53,1,17975.0,United Kingdom,11.53,2019-02-01
574856,2019-11-07,72741,Grand Chocolatecandle,13.08,9,17856.0,United Kingdom,117.72,2019-11-01
571746,2019-10-19,22349,Dog Bowl Chasing Ball Design,14.09,6,17043.0,United Kingdom,84.53999999999999,2019-10-01
546649,2019-03-15,21891,Traditional Wooden Skipping Rope,12.77,1,13649.0,United Kingdom,12.77,2019-03-01
565234,2019-09-02,21878,Pack Of 6 Sandcastle Flags Assorted,11.92,10,14234.0,United Kingdom,119.2,2019-09-01
551414,2019-04-28,22379,Recycling Bag Retrospot,12.4,5,15622.0,United Kingdom,62.0,2019-04-01
552232,2019-05-06,21716,Boys Vintage Tin Seaside Bucket,15.33,2,13232.0,United Kingdom,30.66,2019-05-01
542001,2019-01-25,21884,Cakes And Bows Gift Tape,10.44,48,14298.0,United Kingdom,501.12,2019-01-01
545543,2019-03-03,22285,Hanging Hen On Nest Decoration,11.94,12,13476.0,United Kingdom,143.28,2019-03-01
558096,2019-06-26,23091,Zinc Herb Garden Container,16.66,2,15532.0,United Kingdom,33.32,2019-06-01
547552,2019-03-23,84997A,Childrens Cutlery Polkadot Green,18.75,1,14552.0,United Kingdom,18.75,2019-03-01
557283,2019-06-19,20727,Lunch Bag Black Skull,5.97,2,16813.0,United Kingdom,11.94,2019-06-01
571498,2019-10-17,22755,Small Purple Babushka Notebook,11.12,1,17841.0,United Kingdom,11.12,2019-10-01
549906,2019-04-12,22030,Swallows Greeting Card,10.68,12,14998.0,United Kingdom,128.16,2019-04-01
564228,2019-08-24,22491,Pack Of 12 Coloured Pencils,11.12,24,13743.0,United Kingdom,266.88,2019-08-01
570225,2019-10-09,22746,Poppy's Playhouse Livingroom,12.4,1,16595.0,United Kingdom,12.4,2019-10-01
543251,2019-02-04,21931,Jumbo Storage Bag Suki,12.25,10,14194.0,United Kingdom,122.5,2019-02-01
537434,2018-12-06,84659A,White Travel Alarm Clock,12.82,6,17434.0,United Kingdom,76.92,2018-12-01
538796,2018-12-14,84029E,Red Woolly Hottie White Heart,14.09,4,17041.0,United Kingdom,56.36,2018-12-01
568227,2019-09-26,21754,Home Building Block Word,16.66,1,17841.0,United Kingdom,16.66,2019-09-01
551014,2019-04-26,22949,Set Of 36 Dolly Girl Paper Doilies,11.74,12,13209.0,United Kingdom,140.88,2019-04-01
564846,2019-08-30,23201,Jumbo Bag Alphabet,6.19,1,14507.0,United Kingdom,6.19,2019-08-01
568949,2019-09-29,21745,Gaolers Keys Decorative Garden,18.75,1,13949.0,United Kingdom,18.75,2019-09-01
550496,2019-04-18,21733,Red Hanging Heart T-Light Holder,16.18,1,13496.0,United Kingdom,16.18,2019-04-01
562878,2019-08-10,21933,Pink Vintage Paisley Picnic Bag,11.94,2,16241.0,United Kingdom,23.88,2019-08-01
538470,2018-12-12,22055,Mini Cake Stand Hanging Strawbery,11.94,1,15224.0,United Kingdom,11.94,2018-12-01
580729,2019-12-05,23178,Jam Clock Magnet,5.97,1,16729.0,United Kingdom,5.97,2019-12-01
545660,2019-03-04,22853,Cat Bowl Vintage Cream,13.58,1,17191.0,United Kingdom,13.58,2019-03-01
541268,2019-01-17,22444,Grow Your Own Plant In A Can,11.53,6,12872.0,United Kingdom,69.17999999999999,2019-01-01
545649,2019-03-04,22197,Popcorn Holder,11.12,3,14995.0,United Kingdom,33.36,2019-03-01
580958,2019-12-06,22992,Revolver Wooden Ruler,6.04,2,17266.0,United Kingdom,12.08,2019-12-01
556365,2019-06-10,22776,Sweetheart 3 Tier Cake Stand,20.45,1,16370.0,United Kingdom,20.45,2019-06-01
541848,2019-01-23,22745,Poppy's Playhouse Bedroom,12.4,2,17611.0,United Kingdom,24.8,2019-01-01
571317,2019-10-17,22951,60 Cake Cases Dolly Girl Design,10.81,3,17377.0,United Kingdom,32.43,2019-10-01
571713,2019-10-18,35471D,Set Of 3 Bird Light Pink Feather,11.53,2,15713.0,United Kingdom,23.06,2019-10-01
539958,2018-12-23,90024F,New Baroque B'fly Necklace Crystal,18.95,1,13958.0,United Kingdom,18.95,2018-12-01
542255,2019-01-26,21154,Red Retrospot Oven Glove,12.77,1,12255.0,United Kingdom,12.77,2019-01-01
565594,2019-09-05,16161P,Wrap English Rose,10.68,25,13510.0,United Kingdom,267.0,2019-09-01
579777,2019-11-30,22093,Motoring Tissue Box,7.24,1,13777.0,United Kingdom,7.24,2019-11-01
565795,2019-09-07,22030,Swallows Greeting Card,10.68,12,17481.0,United Kingdom,128.16,2019-09-01
562258,2019-08-03,22925,Blue Giant Garden Thermometer,16.35,1,16348.0,United Kingdom,16.35,2019-08-01
539437,2018-12-17,71143,Antique Silver Book Mark With Beads,12.82,1,13437.0,United Kingdom,12.82,2018-12-01
574941,2019-11-07,23503,Playing Cards Keep Calm & Carry On,13.27,109,15941.0,United Kingdom,1446.43,2019-11-01
537237,2018-12-06,21397,Blue Polkadot Egg Cup,13.69,1,12237.0,United Kingdom,13.69,2018-12-01
